participant,age,female,condition,target1,target2,target3,target4,target5
07_SG,21,1,vertical,0=imp,1=imp,3=imp,5=imp,6=imp
07_SG,21,1,horizontal,0=imp,1=imp,3=imp,4=imp,5=imp
07_SG,21,1,horizontal,0=imp,1=imp,4=imp,6=imp,7=imp
07_SG,21,1,vertical,0=imp,1=imp,3=imp,6=imp,7=imp
07_SG,21,1,horizontal,0=imp,1=imp,3=imp,4=imp,6=imp
07_SG,21,1,horizontal,0=imp,1=imp,3=imp,4=imp,5=imp
07_SG,21,1,horizontal,0=imp,2=imp,3=nimp,5=imp,8=imp
07_SG,21,1,vertical,0=imp,2=imp,7=imp,8=nimp,9=imp
07_SG,21,1,vertical,0=imp,1=imp,2=imp,3=imp,4=imp
07_SG,21,1,horizontal,1=nimp,2=imp,5=imp,8=imp,9=imp
07_SG,21,1,vertical,0=imp,2=imp,3=imp,4=imp,9=imp
07_SG,21,1,vertical,0=imp,2=nimp,4=imp,7=nimp,9=imp
07_SG,21,1,vertical,0=imp,1=imp,2=imp,7=imp,9=imp
07_SG,21,1,vertical,0=imp,1=imp,3=imp,4=imp,7=imp
07_SG,21,1,vertical,0=imp,1=imp,3=imp,7=nimp,8=imp
08_AM,19,1,vertical,0=imp,1=imp,2=imp,4=imp,6=imp
08_AM,19,1,horizontal,0=imp,1=imp,2=imp,5=imp,7=imp
08_AM,19,1,horizontal,0=imp,1=imp,2=imp,3=imp,4=imp
08_AM,19,1,horizontal,0=imp,1=imp,2=imp,4=imp,8=imp
08_AM,19,1,horizontal,0=imp,1=imp,2=imp,4=imp,7=imp
08_AM,19,1,horizontal,0=imp,1=imp,2=imp,4=imp,5=nimp
08_AM,19,1,horizontal,0=imp,1=imp,3=imp,4=imp,5=imp
08_AM,19,1,vertical,0=imp,1=imp,2=imp,3=imp,4=imp
08_AM,19,1,vertical,2=imp,3=imp,4=imp,5=imp,6=nimp
08_AM,19,1,horizontal,0=imp,1=imp,2=imp,3=imp,5=imp
08_AM,19,1,horizontal,0=imp,1=imp,3=imp,4=imp,7=imp
08_AM,19,1,horizontal,0=imp,1=imp,3=imp,4=imp,8=nimp
08_AM,19,1,horizontal,0=imp,1=imp,2=imp,6=imp,9=imp
08_AM,19,1,vertical,2=imp,6=nimp,7=imp,8=imp,9=imp
08_AM,19,1,horizontal,0=imp,1=imp,2=imp,6=imp,7=imp
08_AM,19,1,horizontal,0=imp,1=imp,2=imp,4=imp,5=imp
08_AM,19,1,vertical,0=imp,1=imp,2=imp,3=imp,9=imp
08_AM,19,1,horizontal,2=imp,3=imp,5=imp,6=nimp,8=imp
08_AM,19,1,horizontal,0=imp,1=imp,4=imp,5=imp,9=imp
08_AM,19,1,horizontal,0=imp,2=imp,3=imp,4=imp,8=imp
08_AM,19,1,vertical,2=imp,3=imp,4=nimp,6=imp,8=nimp
08_AM,19,1,vertical,2=nimp,3=imp,4=imp,5=nimp,7=imp
08_AM,19,1,vertical,0=imp,1=imp,2=imp,3=imp,7=imp
08_AM,19,1,vertical,0=imp,1=imp,2=imp,3=imp,9=imp
08_AM,19,1,vertical,0=imp,1=imp,6=imp,7=imp,9=imp
08_AM,19,1,horizontal,0=imp,1=imp,2=imp,5=imp,9=imp
08_AM,19,1,vertical,0=imp,1=imp,2=imp,5=imp,7=imp
08_AM,19,1,horizontal,0=imp,2=imp,3=imp,6=imp,8=imp
08_AM,19,1,horizontal,0=imp,2=imp,3=imp,4=imp,8=imp
08_AM,19,1,vertical,0=imp,1=imp,2=imp,6=nimp,8=imp
08_AM,19,1,vertical,0=imp,1=imp,2=imp,3=imp,8=imp
08_AM,19,1,vertical,0=imp,2=imp,3=imp,4=imp,9=imp
08_AM,19,1,horizontal,0=imp,1=imp,2=imp,3=nimp,7=imp
08_AM,19,1,vertical,0=imp,1=imp,3=imp,6=imp,8=imp
08_AM,19,1,vertical,0=imp,1=imp,4=imp,7=imp,8=imp
08_AM,19,1,horizontal,0=imp,1=imp,3=imp,6=imp,9=imp
08_AM,19,1,horizontal,0=imp,1=imp,2=imp,3=imp,8=imp
08_AM,19,1,vertical,0=imp,1=imp,3=imp,4=imp,5=imp
08_AM,19,1,vertical,0=imp,1=imp,3=imp,4=imp,9=imp
08_AM,19,1,vertical,0=imp,1=imp,2=imp,3=imp,6=imp
08_AM,19,1,horizontal,0=imp,1=imp,3=imp,4=imp,6=imp
08_AM,19,1,vertical,0=imp,1=imp,2=imp,3=imp,4=imp
08_AM,19,1,vertical,0=imp,1=imp,2=imp,3=imp,4=imp
08_AM,19,1,vertical,0=imp,3=imp,5=imp,6=imp,9=imp
08_AM,19,1,vertical,0=imp,1=imp,2=imp,3=imp,9=imp
08_AM,19,1,vertical,0=imp,1=imp,4=imp,5=imp,9=nimp
08_AM,19,1,horizontal,0=imp,1=imp,2=imp,4=imp,5=imp
08_AM,19,1,vertical,0=imp,1=imp,2=imp,4=imp,8=imp
08_AM,19,1,vertical,0=imp,2=imp,4=nimp,5=imp,9=imp
08_AM,19,1,vertical,0=imp,1=imp,3=imp,4=imp,9=imp
08_AM,19,1,vertical,0=imp,2=imp,3=imp,7=imp,8=imp
08_AM,19,1,vertical,1=imp,3=imp,4=imp,6=imp,8=nimp
08_AM,19,1,horizontal,0=imp,1=imp,2=imp,3=imp,8=imp
08_AM,19,1,vertical,0=imp,1=imp,2=imp,4=imp,5=imp
08_AM,19,1,horizontal,0=imp,1=imp,5=imp,6=imp,7=imp
08_AM,19,1,horizontal,0=imp,1=imp,2=imp,4=imp,7=imp
08_AM,19,1,vertical,1=imp,4=nimp,5=imp,6=nimp,7=imp
08_AM,19,1,horizontal,0=imp,1=imp,3=imp,6=imp,8=nimp
08_AM,19,1,vertical,0=imp,1=imp,2=imp,3=imp,4=imp
08_AM,19,1,vertical,0=imp,1=imp,4=imp,6=imp,8=imp
08_AM,19,1,horizontal,0=imp,1=imp,2=imp,4=imp,7=imp
08_AM,19,1,horizontal,0=imp,1=imp,2=imp,6=imp,7=imp
08_AM,19,1,horizontal,0=imp,2=imp,3=imp,5=imp,7=imp
08_AM,19,1,horizontal,0=imp,1=imp,2=imp,5=imp,7=imp
08_AM,19,1,horizontal,0=imp,2=imp,4=imp,6=nimp,7=imp
08_AM,19,1,horizontal,0=imp,1=imp,2=imp,3=imp,6=imp
08_AM,19,1,horizontal,0=imp,1=imp,6=imp,7=imp,8=imp
08_AM,19,1,horizontal,0=imp,1=imp,2=imp,6=imp,8=imp
08_AM,19,1,horizontal,1=imp,3=imp,4=imp,5=nimp,7=imp
09_YL,22,1,vertical,0=imp,1=imp,3=imp,4=imp,9=imp
09_YL,22,1,horizontal,0=imp,1=imp,2=imp,3=imp,6=imp
09_YL,22,1,horizontal,0=imp,1=imp,2=imp,3=imp,7=imp
09_YL,22,1,vertical,0=imp,3=imp,4=imp,5=imp,6=imp
09_YL,22,1,vertical,0=imp,1=imp,2=imp,6=imp,9=nimp
09_YL,22,1,vertical,0=imp,4=imp,7=imp,8=nimp,9=nimp
09_YL,22,1,vertical,0=imp,2=imp,3=imp,4=nimp,6=imp
09_YL,22,1,vertical,0=imp,1=imp,2=imp,5=imp,6=nimp
09_YL,22,1,horizontal,0=imp,2=imp,3=nimp,6=nimp,7=imp
09_YL,22,1,horizontal,0=imp,1=imp,2=imp,3=imp,6=imp
09_YL,22,1,vertical,1=imp,2=nimp,3=imp,5=nimp,6=imp
09_YL,22,1,horizontal,0=imp,2=imp,4=nimp,6=imp,9=imp
09_YL,22,1,vertical,0=imp,1=imp,2=imp,6=imp,9=nimp
09_YL,22,1,horizontal,0=imp,1=imp,2=imp,5=imp,7=imp
09_YL,22,1,vertical,0=imp,1=imp,2=imp,4=imp,5=imp
09_YL,22,1,vertical,0=imp,2=imp,4=imp,7=imp,8=imp
09_YL,22,1,horizontal,0=imp,1=imp,2=imp,4=imp,6=nimp
09_YL,22,1,horizontal,1=imp,3=imp,4=imp,6=imp,9=nimp
09_YL,22,1,vertical,0=imp,1=imp,2=imp,3=imp,6=imp
09_YL,22,1,horizontal,0=imp,1=imp,2=imp,4=imp,9=imp
09_YL,22,1,horizontal,0=imp,2=imp,3=nimp,8=nimp,9=imp
09_YL,22,1,horizontal,0=imp,1=imp,2=imp,4=imp,6=imp
09_YL,22,1,horizontal,0=imp,2=nimp,4=imp,6=nimp,7=imp
09_YL,22,1,vertical,0=imp,1=imp,2=imp,7=imp,8=imp
09_YL,22,1,vertical,0=imp,1=imp,2=imp,3=imp,4=imp
09_YL,22,1,horizontal,0=imp,1=imp,2=imp,3=imp,7=imp
09_YL,22,1,vertical,0=imp,2=imp,3=imp,6=nimp,8=imp
09_YL,22,1,vertical,0=imp,1=imp,2=imp,3=imp,4=imp
09_YL,22,1,vertical,0=imp,1=imp,2=imp,7=nimp,9=imp
09_YL,22,1,vertical,1=imp,2=imp,4=nimp,5=nimp,8=imp
09_YL,22,1,horizontal,0=imp,1=imp,2=imp,4=imp,7=imp
09_YL,22,1,horizontal,0=imp,1=imp,4=imp,6=imp,8=imp
09_YL,22,1,vertical,0=imp,1=imp,2=imp,8=imp,9=imp
09_YL,22,1,horizontal,1=imp,4=imp,6=imp,7=imp,8=nimp
09_YL,22,1,vertical,0=imp,1=imp,2=imp,4=imp,5=imp
09_YL,22,1,horizontal,0=imp,1=imp,2=imp,3=imp,5=imp
09_YL,22,1,horizontal,0=imp,1=imp,2=imp,6=imp,7=imp
09_YL,22,1,vertical,0=imp,3=imp,5=imp,6=imp,9=nimp
09_YL,22,1,vertical,0=imp,2=nimp,4=imp,6=imp,8=nimp
09_YL,22,1,horizontal,0=imp,1=imp,4=imp,5=imp,8=imp
09_YL,22,1,horizontal,0=imp,1=imp,2=imp,3=imp,4=imp
09_YL,22,1,horizontal,0=imp,1=imp,2=imp,4=imp,6=imp
09_YL,22,1,horizontal,0=imp,1=imp,2=imp,3=imp,4=imp
09_YL,22,1,horizontal,0=imp,1=imp,2=imp,4=imp,6=imp
09_YL,22,1,vertical,0=imp,1=imp,4=imp,7=imp,9=nimp
09_YL,22,1,horizontal,0=imp,1=imp,2=nimp,5=nimp,6=imp
09_YL,22,1,horizontal,0=imp,1=imp,3=imp,4=imp,6=imp
09_YL,22,1,vertical,0=imp,1=imp,2=imp,4=imp,6=imp
09_YL,22,1,horizontal,0=imp,4=imp,6=imp,7=imp,8=imp
09_YL,22,1,horizontal,0=imp,1=imp,2=imp,5=imp,9=imp
09_YL,22,1,horizontal,0=imp,2=imp,4=imp,6=imp,9=nimp
09_YL,22,1,vertical,0=imp,1=imp,2=imp,3=imp,5=imp
09_YL,22,1,vertical,0=imp,1=imp,2=imp,6=imp,9=nimp
09_YL,22,1,horizontal,0=imp,1=imp,2=imp,5=imp,6=imp
09_YL,22,1,vertical,0=imp,1=imp,2=imp,4=imp,6=imp
09_YL,22,1,vertical,0=imp,1=imp,2=imp,3=imp,4=nimp
09_YL,22,1,vertical,0=imp,1=imp,3=imp,4=imp,6=nimp
09_YL,22,1,vertical,0=imp,1=imp,2=imp,6=imp,7=imp
09_YL,22,1,vertical,0=imp,1=imp,2=nimp,3=imp,4=imp
09_YL,22,1,horizontal,0=imp,2=imp,3=imp,5=imp,6=imp
10_TP,27,0,horizontal,0=imp,2=imp,4=imp,7=imp,9=imp
10_TP,27,0,vertical,0=imp,1=imp,2=imp,3=imp,9=imp
10_TP,27,0,vertical,0=imp,1=imp,2=imp,3=imp,9=nimp
10_TP,27,0,vertical,0=imp,2=imp,3=imp,7=imp,9=imp
10_TP,27,0,vertical,1=imp,3=imp,7=nimp,8=imp,9=imp
10_TP,27,0,horizontal,0=imp,1=imp,3=imp,4=imp,9=imp
10_TP,27,0,vertical,1=imp,2=imp,3=nimp,5=imp,9=nimp
10_TP,27,0,horizontal,0=imp,1=imp,2=imp,3=imp,5=imp
10_TP,27,0,vertical,0=imp,1=imp,2=imp,7=imp,8=imp
10_TP,27,0,vertical,3=nimp,4=imp,5=nimp,6=imp,7=nimp
10_TP,27,0,horizontal,0=imp,1=imp,2=imp,3=imp,5=nimp
10_TP,27,0,vertical,2=imp,3=nimp,4=imp,5=nimp,8=imp
10_TP,27,0,horizontal,2=imp,4=imp,5=nimp,7=nimp,9=imp
10_TP,27,0,vertical,0=imp,1=imp,2=imp,4=imp,6=imp
10_TP,27,0,horizontal,0=imp,3=imp,4=imp,6=nimp,9=nimp
10_TP,27,0,horizontal,0=imp,1=imp,3=imp,6=imp,8=nimp
10_TP,27,0,vertical,0=imp,1=imp,2=imp,4=imp,9=imp
10_TP,27,0,horizontal,0=imp,2=imp,7=imp,8=nimp,9=nimp
10_TP,27,0,vertical,2=imp,3=imp,5=nimp,8=nimp,9=nimp
10_TP,27,0,horizontal,0=imp,1=imp,3=imp,6=imp,7=imp
10_TP,27,0,horizontal,1=imp,2=imp,4=imp,7=imp,8=nimp
10_TP,27,0,vertical,1=imp,2=imp,5=imp,6=imp,8=nimp
10_TP,27,0,vertical,0=imp,1=imp,2=nimp,6=imp,7=nimp
10_TP,27,0,horizontal,0=imp,2=nimp,4=imp,8=imp,9=imp
10_TP,27,0,vertical,1=imp,2=imp,6=nimp,8=imp,9=nimp
10_TP,27,0,vertical,0=imp,1=imp,3=imp,4=imp,8=nimp
10_TP,27,0,horizontal,0=imp,1=imp,2=nimp,3=imp,9=imp
10_TP,27,0,horizontal,0=imp,1=imp,5=imp,8=nimp,9=imp
10_TP,27,0,vertical,0=imp,2=nimp,4=imp,6=imp,8=imp
10_TP,27,0,horizontal,0=imp,1=imp,2=imp,4=imp,8=nimp
10_TP,27,0,vertical,0=imp,2=imp,3=imp,6=imp,7=imp
10_TP,27,0,vertical,0=imp,1=imp,2=imp,3=imp,4=imp
10_TP,27,0,horizontal,0=imp,2=imp,3=imp,4=imp,9=nimp
10_TP,27,0,horizontal,0=imp,1=imp,3=imp,5=imp,9=imp
10_TP,27,0,horizontal,0=imp,2=imp,4=nimp,6=imp,7=imp
10_TP,27,0,horizontal,0=imp,1=imp,2=imp,3=imp,7=nimp
10_TP,27,0,horizontal,0=imp,1=imp,2=imp,4=nimp,6=imp
10_TP,27,0,horizontal,0=imp,2=imp,3=imp,5=imp,9=imp
10_TP,27,0,horizontal,0=imp,2=imp,3=imp,4=imp,7=imp
10_TP,27,0,horizontal,0=imp,1=imp,2=imp,3=imp,6=imp
10_TP,27,0,vertical,0=imp,1=imp,2=imp,4=nimp,6=imp
10_TP,27,0,horizontal,0=imp,1=imp,2=imp,7=imp,9=imp
10_TP,27,0,horizontal,0=imp,2=imp,3=imp,5=imp,9=nimp
10_TP,27,0,vertical,0=imp,1=imp,2=imp,3=imp,6=imp
10_TP,27,0,vertical,0=imp,1=imp,4=imp,7=imp,8=nimp
10_TP,27,0,horizontal,0=imp,1=imp,2=imp,7=nimp,8=nimp
10_TP,27,0,vertical,0=imp,2=imp,3=imp,5=nimp,6=imp
10_TP,27,0,horizontal,0=imp,1=imp,3=imp,7=nimp,9=imp
10_TP,27,0,vertical,0=imp,1=imp,2=imp,3=imp,7=imp
10_TP,27,0,horizontal,0=imp,1=imp,2=imp,5=imp,6=imp
10_TP,27,0,horizontal,0=imp,1=imp,3=imp,4=imp,6=nimp
10_TP,27,0,vertical,0=imp,1=imp,2=imp,4=imp,7=imp
10_TP,27,0,horizontal,0=imp,1=imp,2=imp,3=imp,9=nimp
10_TP,27,0,vertical,2=imp,3=nimp,7=imp,8=imp,9=nimp
10_TP,27,0,vertical,0=imp,5=nimp,6=imp,7=imp,9=nimp
10_TP,27,0,vertical,0=imp,1=imp,3=imp,4=imp,5=nimp
10_TP,27,0,vertical,0=imp,1=imp,2=imp,3=imp,7=imp
10_TP,27,0,vertical,0=imp,1=imp,2=imp,3=imp,9=imp
10_TP,27,0,vertical,0=imp,1=imp,3=imp,6=imp,9=imp
10_TP,27,0,horizontal,0=imp,1=imp,2=imp,6=imp,7=imp
11_KV,22,1,horizontal,0=imp,1=imp,3=imp,5=imp,6=nimp
11_KV,22,1,vertical,1=imp,3=nimp,5=imp,6=imp,9=nimp
11_KV,22,1,horizontal,0=imp,1=imp,2=imp,7=imp,9=nimp
11_KV,22,1,horizontal,0=imp,2=imp,5=imp,7=imp,8=nimp
11_KV,22,1,horizontal,0=imp,2=imp,4=imp,8=imp,9=nimp
11_KV,22,1,vertical,0=imp,3=imp,4=nimp,5=imp,8=imp
11_KV,22,1,horizontal,0=imp,1=imp,2=imp,4=imp,7=imp
11_KV,22,1,vertical,0=imp,1=imp,3=imp,5=imp,7=imp
11_KV,22,1,vertical,0=imp,2=nimp,4=nimp,6=imp,9=imp
11_KV,22,1,horizontal,0=imp,4=imp,5=imp,6=imp,8=nimp
11_KV,22,1,vertical,1=imp,3=imp,4=nimp,6=nimp,9=imp
11_KV,22,1,vertical,0=imp,1=imp,3=nimp,4=imp,6=imp
11_KV,22,1,horizontal,0=imp,2=imp,3=imp,5=imp,9=imp
11_KV,22,1,horizontal,2=imp,3=imp,4=imp,5=imp,6=nimp
11_KV,22,1,horizontal,0=imp,1=imp,3=imp,4=imp,5=nimp
11_KV,22,1,vertical,0=imp,2=imp,3=nimp,5=imp,8=imp
11_KV,22,1,vertical,0=imp,1=imp,4=imp,5=imp,7=nimp
11_KV,22,1,horizontal,1=imp,4=imp,5=nimp,6=nimp,7=nimp
11_KV,22,1,horizontal,0=imp,1=imp,4=imp,5=imp,8=imp
11_KV,22,1,vertical,0=imp,2=imp,7=imp,8=nimp,9=nimp
11_KV,22,1,horizontal,0=imp,1=imp,2=imp,6=imp,9=nimp
11_KV,22,1,vertical,0=imp,1=imp,3=imp,5=imp,9=nimp
11_KV,22,1,horizontal,1=imp,2=imp,3=imp,8=imp,9=nimp
11_KV,22,1,vertical,0=imp,1=imp,2=imp,4=imp,9=nimp
11_KV,22,1,horizontal,0=imp,1=imp,2=imp,5=imp,9=imp
11_KV,22,1,horizontal,0=imp,2=imp,3=imp,4=imp,5=imp
11_KV,22,1,vertical,2=nimp,3=imp,4=nimp,5=imp,9=imp
11_KV,22,1,horizontal,0=imp,2=imp,3=imp,4=imp,7=nimp
11_KV,22,1,vertical,1=imp,2=imp,5=imp,8=nimp,9=nimp
11_KV,22,1,vertical,0=imp,4=nimp,7=imp,8=nimp,9=imp
11_KV,22,1,vertical,0=imp,1=nimp,3=imp,6=imp,7=imp
11_KV,22,1,vertical,1=imp,5=imp,6=imp,7=nimp,8=nimp
11_KV,22,1,vertical,1=imp,2=imp,3=nimp,5=imp,9=nimp
11_KV,22,1,vertical,0=imp,1=imp,2=nimp,3=imp,4=imp
11_KV,22,1,horizontal,1=imp,2=imp,3=imp,6=nimp,9=imp
11_KV,22,1,vertical,0=imp,2=nimp,4=nimp,5=imp,8=imp
11_KV,22,1,horizontal,0=imp,1=imp,5=imp,6=nimp,9=nimp
11_KV,22,1,vertical,0=imp,1=nimp,4=imp,5=imp,6=nimp
11_KV,22,1,horizontal,0=imp,1=imp,3=imp,6=nimp,7=imp
11_KV,22,1,horizontal,0=imp,1=imp,2=imp,3=imp,9=imp
11_KV,22,1,horizontal,0=imp,1=imp,2=imp,3=imp,9=imp
11_KV,22,1,vertical,0=imp,1=imp,2=imp,4=imp,8=nimp
11_KV,22,1,horizontal,1=imp,2=imp,3=imp,4=imp,7=nimp
11_KV,22,1,vertical,0=imp,1=imp,2=imp,5=nimp,8=imp
11_KV,22,1,vertical,1=imp,2=nimp,3=imp,4=imp,7=imp
11_KV,22,1,vertical,0=imp,1=imp,2=imp,3=imp,7=nimp
11_KV,22,1,vertical,0=imp,1=imp,2=imp,4=imp,8=imp
11_KV,22,1,horizontal,0=imp,2=imp,3=imp,4=imp,5=nimp
11_KV,22,1,horizontal,0=imp,2=imp,4=imp,6=nimp,7=imp
11_KV,22,1,vertical,0=imp,1=imp,3=imp,5=imp,7=nimp
11_KV,22,1,vertical,1=imp,2=imp,3=nimp,4=imp,5=imp
11_KV,22,1,horizontal,0=imp,1=imp,2=nimp,4=imp,6=nimp
11_KV,22,1,vertical,0=imp,2=imp,5=imp,6=nimp,7=imp
11_KV,22,1,horizontal,1=imp,3=imp,5=nimp,6=imp,8=imp
11_KV,22,1,horizontal,0=imp,2=imp,3=imp,4=imp,7=nimp
11_KV,22,1,vertical,0=imp,1=imp,2=imp,3=imp,5=imp
11_KV,22,1,horizontal,0=imp,2=imp,5=imp,6=imp,7=nimp
11_KV,22,1,vertical,0=imp,1=imp,2=imp,4=imp,8=imp
11_KV,22,1,horizontal,0=imp,1=imp,2=imp,4=imp,6=nimp
11_KV,22,1,horizontal,0=imp,2=imp,3=imp,4=imp,7=nimp
12_AV,24,1,horizontal,0=imp,1=imp,2=imp,3=imp,5=imp
12_AV,24,1,horizontal,1=nimp,2=imp,3=imp,4=imp,5=imp
12_AV,24,1,horizontal,0=imp,2=imp,5=imp,6=imp,9=nimp
12_AV,24,1,horizontal,0=imp,1=imp,2=imp,6=imp,8=nimp
12_AV,24,1,horizontal,0=imp,1=imp,3=imp,8=imp,9=nimp
12_AV,24,1,horizontal,1=imp,2=imp,3=imp,4=imp,5=nimp
12_AV,24,1,horizontal,0=imp,2=imp,6=imp,7=nimp,9=nimp
12_AV,24,1,horizontal,0=imp,1=imp,2=imp,5=nimp,6=imp
12_AV,24,1,vertical,0=imp,1=imp,2=imp,3=imp,6=imp
12_AV,24,1,horizontal,1=imp,2=nimp,3=imp,4=imp,6=nimp
12_AV,24,1,horizontal,0=imp,1=imp,2=imp,3=imp,6=nimp
12_AV,24,1,vertical,0=imp,1=imp,3=imp,4=imp,7=imp
12_AV,24,1,vertical,0=imp,1=imp,2=imp,7=imp,8=imp
12_AV,24,1,horizontal,0=imp,1=imp,2=imp,5=imp,8=imp
12_AV,24,1,horizontal,0=imp,1=imp,3=imp,5=nimp,6=imp
12_AV,24,1,vertical,0=imp,1=imp,2=imp,3=imp,4=imp
12_AV,24,1,horizontal,0=imp,1=imp,3=imp,5=imp,9=imp
12_AV,24,1,horizontal,0=imp,1=imp,2=imp,3=imp,7=imp
12_AV,24,1,vertical,0=imp,2=imp,4=imp,5=imp,6=imp
12_AV,24,1,vertical,0=imp,1=imp,2=nimp,4=imp,5=nimp
12_AV,24,1,vertical,0=imp,3=imp,5=imp,6=imp,8=nimp
12_AV,24,1,horizontal,0=imp,1=imp,3=imp,4=imp,9=imp
12_AV,24,1,vertical,0=imp,1=imp,3=imp,4=imp,6=imp
12_AV,24,1,vertical,0=imp,2=imp,4=imp,7=nimp,8=imp
12_AV,24,1,horizontal,0=imp,1=imp,3=imp,4=imp,6=imp
12_AV,24,1,horizontal,0=imp,1=imp,2=imp,4=imp,6=imp
12_AV,24,1,vertical,2=imp,3=imp,5=imp,7=nimp,8=imp
12_AV,24,1,horizontal,0=imp,1=imp,2=nimp,5=imp,7=imp
12_AV,24,1,vertical,0=imp,1=imp,3=imp,7=imp,8=imp
12_AV,24,1,vertical,0=imp,2=imp,3=imp,5=imp,6=imp
12_AV,24,1,horizontal,0=imp,1=imp,2=imp,7=nimp,9=nimp
12_AV,24,1,vertical,0=imp,1=imp,2=imp,4=imp,9=nimp
12_AV,24,1,vertical,0=imp,1=imp,2=imp,6=imp,9=imp
12_AV,24,1,vertical,0=imp,1=imp,2=imp,6=imp,9=imp
12_AV,24,1,vertical,0=imp,1=imp,2=nimp,5=nimp,7=imp
12_AV,24,1,vertical,0=imp,1=imp,2=imp,3=imp,6=nimp
12_AV,24,1,vertical,0=imp,1=imp,4=imp,5=imp,8=imp
12_AV,24,1,vertical,0=imp,1=imp,2=imp,3=imp,8=nimp
12_AV,24,1,vertical,0=imp,2=imp,6=nimp,7=imp,8=nimp
12_AV,24,1,vertical,0=imp,4=imp,6=nimp,7=imp,9=imp
12_AV,24,1,vertical,2=imp,3=imp,4=imp,5=nimp,8=nimp
12_AV,24,1,vertical,0=imp,1=imp,2=imp,5=imp,6=imp
12_AV,24,1,vertical,1=imp,2=imp,3=imp,5=imp,8=nimp
12_AV,24,1,horizontal,0=imp,1=imp,2=imp,6=imp,8=imp
12_AV,24,1,horizontal,1=imp,3=imp,4=imp,7=nimp,9=imp
12_AV,24,1,horizontal,1=imp,2=nimp,3=imp,5=imp,9=nimp
12_AV,24,1,horizontal,0=imp,1=imp,3=imp,4=nimp,5=imp
12_AV,24,1,vertical,0=imp,1=imp,3=imp,5=nimp,7=imp
12_AV,24,1,vertical,0=imp,1=imp,2=imp,5=imp,8=nimp
12_AV,24,1,vertical,0=imp,1=imp,2=nimp,4=imp,8=imp
12_AV,24,1,horizontal,0=imp,2=imp,3=nimp,4=imp,6=imp
12_AV,24,1,horizontal,2=imp,3=imp,4=imp,5=nimp,8=imp
12_AV,24,1,horizontal,0=imp,1=imp,3=nimp,5=imp,6=imp
12_AV,24,1,horizontal,0=imp,1=imp,2=imp,5=imp,6=imp
12_AV,24,1,horizontal,0=imp,1=imp,2=nimp,7=nimp,9=imp
12_AV,24,1,vertical,0=imp,2=imp,5=imp,7=nimp,8=imp
12_AV,24,1,vertical,0=imp,1=imp,2=imp,3=imp,9=imp
12_AV,24,1,horizontal,0=imp,1=imp,2=imp,3=imp,8=imp
12_AV,24,1,horizontal,0=imp,1=imp,2=imp,3=imp,6=imp
12_AV,24,1,vertical,0=imp,1=imp,4=imp,5=imp,7=nimp
13_JB,28,0,horizontal,0=imp,2=imp,4=imp,5=nimp,8=imp
13_JB,28,0,horizontal,0=imp,1=imp,2=imp,4=imp,5=imp
13_JB,28,0,horizontal,0=imp,1=imp,3=imp,5=nimp,6=nimp
13_JB,28,0,vertical,0=imp,1=imp,3=imp,4=nimp,7=imp
13_JB,28,0,horizontal,0=imp,1=imp,2=imp,3=imp,5=imp
13_JB,28,0,horizontal,0=imp,1=imp,3=imp,4=imp,5=imp
13_JB,28,0,horizontal,0=imp,1=nimp,3=imp,4=imp,8=nimp
13_JB,28,0,horizontal,0=imp,2=imp,3=imp,4=imp,6=imp
13_JB,28,0,vertical,1=nimp,2=imp,6=nimp,8=imp,9=imp
13_JB,28,0,horizontal,0=imp,1=imp,2=imp,4=imp,5=imp
13_JB,28,0,vertical,0=imp,4=imp,5=nimp,7=imp,8=imp
13_JB,28,0,horizontal,0=imp,1=imp,3=imp,6=imp,9=nimp
13_JB,28,0,horizontal,0=imp,2=imp,3=imp,4=nimp,9=imp
13_JB,28,0,horizontal,0=imp,1=imp,2=imp,6=imp,7=imp
13_JB,28,0,vertical,0=imp,2=imp,3=imp,5=nimp,8=imp
13_JB,28,0,vertical,0=imp,3=imp,5=imp,6=imp,7=imp
13_JB,28,0,horizontal,0=imp,1=imp,2=imp,3=imp,4=imp
13_JB,28,0,vertical,0=imp,1=imp,2=imp,3=imp,6=nimp
13_JB,28,0,vertical,0=imp,2=imp,3=imp,7=imp,9=imp
13_JB,28,0,horizontal,0=imp,2=imp,3=imp,7=imp,8=imp
13_JB,28,0,horizontal,0=imp,1=imp,5=imp,7=imp,9=imp
13_JB,28,0,vertical,0=imp,2=imp,5=nimp,6=nimp,7=imp
13_JB,28,0,horizontal,0=imp,1=imp,4=imp,6=imp,8=imp
13_JB,28,0,vertical,1=nimp,2=imp,3=imp,4=imp,9=imp
13_JB,28,0,vertical,0=imp,1=imp,3=imp,4=imp,5=imp
13_JB,28,0,vertical,0=imp,1=imp,3=imp,4=imp,6=imp
13_JB,28,0,horizontal,0=imp,2=imp,3=imp,5=nimp,6=imp
13_JB,28,0,horizontal,0=imp,2=imp,4=imp,5=imp,9=imp
13_JB,28,0,horizontal,0=imp,1=imp,4=imp,5=imp,7=nimp
13_JB,28,0,vertical,0=imp,1=imp,2=imp,5=imp,6=nimp
13_JB,28,0,vertical,0=imp,2=imp,6=imp,8=imp,9=nimp
13_JB,28,0,horizontal,0=imp,1=imp,2=imp,3=imp,5=imp
