participant,age,female,trial,date,time,condition,crowding_axis,n_errors,n_hits,prop_correct,dot1,is_target1,dot2,is_target2,dot3,is_target3,dot4,is_target4,dot5,is_target5
21_AT,20,1,35,29/08/2013,02:25:09 pm,vertical,strong,1,4,0.8,0,1,1,1,4,1,5,1,6,0
21_AT,20,1,36,29/08/2013,02:25:33 pm,vertical,strong,2,3,0.6,0,1,1,1,3,1,5,0,7,0
21_AT,20,1,37,29/08/2013,02:25:56 pm,vertical,strong,3,2,0.4,0,1,4,1,6,0,7,0,8,0
21_AT,20,1,38,29/08/2013,02:26:18 pm,vertical,strong,1,4,0.8,0,1,1,1,6,1,7,1,8,0
21_AT,20,1,39,29/08/2013,02:26:41 pm,horizontal,weak,2,3,0.6,2,1,3,1,6,0,7,0,9,1
21_AT,20,1,40,29/08/2013,02:27:03 pm,vertical,strong,0,5,1.0,0,1,1,1,2,1,5,1,7,1
21_AT,20,1,41,29/08/2013,02:27:26 pm,vertical,strong,2,3,0.6,0,1,2,1,3,0,6,1,7,0
21_AT,20,1,42,29/08/2013,02:27:47 pm,horizontal,weak,2,3,0.6,0,1,1,1,2,1,3,0,4,0
21_AT,20,1,43,29/08/2013,02:28:10 pm,vertical,strong,0,5,1.0,0,1,1,1,3,1,4,1,6,1
21_AT,20,1,44,29/08/2013,02:28:34 pm,horizontal,weak,2,3,0.6,0,1,3,0,4,1,8,1,9,0
21_AT,20,1,45,29/08/2013,02:28:57 pm,vertical,strong,1,4,0.8,0,1,1,1,3,1,4,1,6,0
21_AT,20,1,46,29/08/2013,02:29:20 pm,horizontal,weak,1,4,0.8,0,1,1,1,2,1,3,1,5,0
21_AT,20,1,47,29/08/2013,02:29:41 pm,horizontal,weak,1,4,0.8,0,1,1,1,2,0,3,1,6,1
21_AT,20,1,48,29/08/2013,02:30:03 pm,horizontal,weak,2,3,0.6,0,1,1,1,4,0,7,0,8,1
21_AT,20,1,49,29/08/2013,02:30:24 pm,vertical,strong,1,4,0.8,0,1,1,1,2,1,3,1,7,0
21_AT,20,1,50,29/08/2013,02:30:46 pm,horizontal,weak,2,3,0.6,2,1,4,1,5,0,6,0,8,1
21_AT,20,1,51,29/08/2013,02:31:07 pm,horizontal,weak,2,3,0.6,1,0,2,1,3,1,5,1,7,0
21_AT,20,1,52,29/08/2013,02:31:28 pm,vertical,strong,1,4,0.8,0,1,1,0,2,1,4,1,5,1
21_AT,20,1,53,29/08/2013,02:31:50 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,7,1
21_AT,20,1,54,29/08/2013,02:32:12 pm,vertical,strong,1,4,0.8,1,1,2,1,3,0,7,1,9,1
21_AT,20,1,55,29/08/2013,02:32:37 pm,horizontal,weak,1,4,0.8,0,1,1,1,3,0,4,1,7,1
21_AT,20,1,56,29/08/2013,02:32:59 pm,horizontal,weak,2,3,0.6,1,1,2,1,3,0,7,1,9,0
21_AT,20,1,57,29/08/2013,02:33:20 pm,horizontal,weak,1,4,0.8,0,1,3,1,4,1,8,0,9,1
21_AT,20,1,58,29/08/2013,02:33:42 pm,horizontal,weak,2,3,0.6,1,1,2,1,4,0,5,0,8,1
21_AT,20,1,59,29/08/2013,02:34:04 pm,vertical,strong,0,5,1.0,0,1,3,1,5,1,6,1,7,1
22_KV,23,0,0,29/08/2013,03:12:18 pm,vertical,strong,0,5,1.0,0,1,1,1,3,1,4,1,6,1
22_KV,23,0,1,29/08/2013,03:12:39 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,5,1
22_KV,23,0,2,29/08/2013,03:12:59 pm,horizontal,weak,1,4,0.8,0,1,1,1,3,1,5,0,6,1
22_KV,23,0,3,29/08/2013,03:13:21 pm,vertical,strong,1,4,0.8,0,1,3,1,4,1,6,0,7,1
22_KV,23,0,4,29/08/2013,03:13:45 pm,vertical,strong,1,4,0.8,1,1,3,1,5,0,6,1,7,1
22_KV,23,0,5,29/08/2013,03:14:06 pm,vertical,strong,1,4,0.8,0,1,2,1,3,1,4,1,6,0
22_KV,23,0,6,29/08/2013,03:14:32 pm,horizontal,weak,1,4,0.8,0,1,1,1,3,1,5,0,6,1
22_KV,23,0,7,29/08/2013,03:14:53 pm,vertical,strong,0,5,1.0,0,1,1,1,3,1,6,1,8,1
22_KV,23,0,8,29/08/2013,03:15:14 pm,vertical,strong,2,3,0.6,0,1,1,1,2,1,5,0,9,0
22_KV,23,0,9,29/08/2013,03:15:39 pm,horizontal,weak,1,4,0.8,2,1,3,1,4,1,5,0,9,1
22_KV,23,0,10,29/08/2013,03:16:00 pm,vertical,strong,1,4,0.8,0,1,1,1,2,0,3,1,5,1
22_KV,23,0,11,29/08/2013,03:16:22 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,4,1,5,1
22_KV,23,0,12,29/08/2013,03:16:42 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,4,1,6,1
22_KV,23,0,13,29/08/2013,03:17:04 pm,horizontal,weak,1,4,0.8,0,1,1,1,2,1,3,1,4,0
22_KV,23,0,14,29/08/2013,03:17:27 pm,horizontal,weak,2,3,0.6,0,1,2,0,4,1,7,1,9,0
22_KV,23,0,15,29/08/2013,03:17:51 pm,horizontal,weak,2,3,0.6,2,1,4,1,5,0,8,1,9,0
22_KV,23,0,16,29/08/2013,03:18:12 pm,horizontal,weak,0,5,1.0,0,1,1,1,3,1,4,1,6,1
22_KV,23,0,17,29/08/2013,03:18:32 pm,vertical,strong,0,5,1.0,0,1,1,1,3,1,7,1,9,1
22_KV,23,0,18,29/08/2013,03:18:53 pm,vertical,strong,2,3,0.6,0,1,3,1,7,1,8,0,9,0
22_KV,23,0,19,29/08/2013,03:19:13 pm,vertical,strong,1,4,0.8,2,1,3,0,4,1,5,1,7,1
22_KV,23,0,20,29/08/2013,03:19:39 pm,vertical,strong,0,5,1.0,0,1,1,1,2,1,4,1,5,1
22_KV,23,0,21,29/08/2013,03:20:00 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,4,1,7,1
22_KV,23,0,22,29/08/2013,03:20:21 pm,horizontal,weak,0,5,1.0,0,1,1,1,4,1,5,1,6,1
22_KV,23,0,23,29/08/2013,03:20:42 pm,horizontal,weak,2,3,0.6,0,1,1,1,2,1,7,0,9,0
22_KV,23,0,24,29/08/2013,03:21:05 pm,vertical,strong,3,2,0.4,2,1,3,1,5,0,8,0,9,0
22_KV,23,0,25,29/08/2013,03:21:27 pm,vertical,strong,2,3,0.6,1,0,2,1,4,0,5,1,8,1
22_KV,23,0,26,29/08/2013,03:21:48 pm,vertical,strong,0,5,1.0,0,1,1,1,2,1,3,1,4,1
22_KV,23,0,27,29/08/2013,03:22:08 pm,vertical,strong,1,4,0.8,0,1,3,0,5,1,6,1,8,1
22_KV,23,0,28,29/08/2013,03:22:28 pm,horizontal,weak,3,2,0.4,0,1,3,1,4,0,5,0,7,0
22_KV,23,0,29,29/08/2013,03:22:49 pm,horizontal,weak,0,5,1.0,0,1,1,1,3,1,5,1,6,1
22_KV,23,0,30,29/08/2013,03:23:09 pm,vertical,strong,0,5,1.0,0,1,1,1,2,1,8,1,9,1
22_KV,23,0,31,29/08/2013,03:23:29 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,7,1
22_KV,23,0,32,29/08/2013,03:23:50 pm,vertical,strong,0,5,1.0,0,1,1,1,5,1,7,1,9,1
22_KV,23,0,33,29/08/2013,03:24:10 pm,vertical,strong,0,5,1.0,0,1,1,1,2,1,3,1,4,1
22_KV,23,0,34,29/08/2013,03:24:31 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,5,1
22_KV,23,0,35,29/08/2013,03:24:51 pm,vertical,strong,1,4,0.8,1,0,2,1,5,1,6,1,9,1
22_KV,23,0,36,29/08/2013,03:25:12 pm,horizontal,weak,2,3,0.6,0,1,1,1,2,1,3,0,4,0
22_KV,23,0,37,29/08/2013,03:25:33 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,4,1
22_KV,23,0,38,29/08/2013,03:25:55 pm,vertical,strong,0,5,1.0,0,1,1,1,2,1,4,1,7,1
22_KV,23,0,39,29/08/2013,03:26:15 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,5,1,8,1
22_KV,23,0,40,29/08/2013,03:26:36 pm,vertical,strong,1,4,0.8,0,1,1,1,3,1,6,0,8,1
22_KV,23,0,41,29/08/2013,03:27:05 pm,vertical,strong,0,5,1.0,0,1,3,1,4,1,5,1,8,1
22_KV,23,0,42,29/08/2013,03:27:26 pm,vertical,strong,0,5,1.0,0,1,1,1,3,1,4,1,8,1
22_KV,23,0,43,29/08/2013,03:27:48 pm,vertical,strong,1,4,0.8,0,1,2,1,3,1,4,1,8,0
22_KV,23,0,44,29/08/2013,03:28:08 pm,vertical,strong,1,4,0.8,0,1,1,1,3,0,4,1,8,1
22_KV,23,0,45,29/08/2013,03:28:28 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,4,1,7,1
22_KV,23,0,46,29/08/2013,03:28:49 pm,vertical,strong,1,4,0.8,0,1,1,1,2,1,4,1,9,0
22_KV,23,0,47,29/08/2013,03:29:10 pm,horizontal,weak,1,4,0.8,0,1,3,1,4,1,6,0,9,1
22_KV,23,0,48,29/08/2013,03:29:31 pm,horizontal,weak,0,5,1.0,0,1,3,1,5,1,6,1,8,1
22_KV,23,0,49,29/08/2013,03:29:50 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,4,1
22_KV,23,0,50,29/08/2013,03:30:10 pm,horizontal,weak,1,4,0.8,0,1,1,1,4,1,7,0,8,1
22_KV,23,0,51,29/08/2013,03:30:31 pm,vertical,strong,1,4,0.8,1,1,2,1,3,1,5,0,8,1
22_KV,23,0,52,29/08/2013,03:30:50 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,7,1,9,1
22_KV,23,0,53,29/08/2013,03:31:11 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,5,1,8,1
22_KV,23,0,54,29/08/2013,03:31:33 pm,horizontal,weak,0,5,1.0,0,1,2,1,3,1,5,1,8,1
22_KV,23,0,55,29/08/2013,03:31:58 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,5,1,8,1
22_KV,23,0,56,29/08/2013,03:32:18 pm,vertical,strong,0,5,1.0,0,1,1,1,3,1,4,1,5,1
22_KV,23,0,57,29/08/2013,03:32:38 pm,horizontal,weak,1,4,0.8,0,1,1,1,2,1,4,0,8,1
22_KV,23,0,58,29/08/2013,03:33:11 pm,vertical,strong,1,4,0.8,0,1,1,1,5,0,6,1,9,1
22_KV,23,0,59,29/08/2013,03:33:35 pm,vertical,strong,2,3,0.6,1,1,2,1,3,0,5,1,8,0
23_LK,22,1,0,30/08/2013,09:12:28 am,horizontal,weak,1,4,0.8,0,1,4,1,5,1,6,0,9,1
23_LK,22,1,1,30/08/2013,09:12:52 am,vertical,strong,2,3,0.6,0,1,1,0,2,1,3,1,5,0
23_LK,22,1,2,30/08/2013,09:13:19 am,vertical,strong,0,5,1.0,0,1,2,1,3,1,4,1,9,1
23_LK,22,1,3,30/08/2013,09:13:44 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,6,1,9,1
23_LK,22,1,4,30/08/2013,09:14:10 am,vertical,strong,1,4,0.8,0,1,1,1,4,1,8,0,9,1
23_LK,22,1,5,30/08/2013,09:14:36 am,vertical,strong,1,4,0.8,0,1,1,1,3,0,4,1,8,1
23_LK,22,1,6,30/08/2013,09:15:01 am,vertical,strong,2,3,0.6,0,1,2,1,3,1,5,0,7,0
23_LK,22,1,7,30/08/2013,09:15:26 am,horizontal,weak,2,3,0.6,0,1,1,1,3,0,5,1,8,0
23_LK,22,1,8,30/08/2013,09:15:51 am,horizontal,weak,2,3,0.6,0,1,2,1,5,0,7,0,9,1
23_LK,22,1,9,30/08/2013,09:16:17 am,horizontal,weak,2,3,0.6,0,1,1,1,3,0,7,1,8,0
23_LK,22,1,10,30/08/2013,09:16:44 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,5,1
23_LK,22,1,11,30/08/2013,09:17:08 am,horizontal,weak,1,4,0.8,0,1,1,1,3,1,7,1,9,0
23_LK,22,1,12,30/08/2013,09:17:32 am,horizontal,weak,2,3,0.6,0,1,1,1,3,0,7,0,9,1
23_LK,22,1,13,30/08/2013,09:17:59 am,horizontal,weak,2,3,0.6,2,0,3,1,4,0,6,1,8,1
23_LK,22,1,14,30/08/2013,09:18:30 am,vertical,strong,1,4,0.8,0,1,1,1,4,1,7,1,9,0
23_LK,22,1,15,30/08/2013,09:18:56 am,vertical,strong,2,3,0.6,4,0,5,1,6,0,7,1,8,1
23_LK,22,1,16,30/08/2013,09:19:24 am,horizontal,weak,1,4,0.8,0,1,1,1,3,1,6,0,8,1
23_LK,22,1,17,30/08/2013,09:19:48 am,vertical,strong,2,3,0.6,0,1,1,0,2,1,3,1,7,0
23_LK,22,1,18,30/08/2013,09:20:13 am,horizontal,weak,1,4,0.8,0,1,1,1,2,1,6,0,8,1
23_LK,22,1,19,30/08/2013,09:21:01 am,horizontal,weak,1,4,0.8,0,1,1,1,3,0,4,1,5,1
23_LK,22,1,20,30/08/2013,09:21:29 am,vertical,strong,1,4,0.8,0,1,2,1,3,1,5,1,8,0
23_LK,22,1,21,30/08/2013,09:21:53 am,vertical,strong,1,4,0.8,1,1,2,1,3,1,4,1,8,0
23_LK,22,1,22,30/08/2013,09:22:27 am,vertical,strong,1,4,0.8,0,1,1,1,3,0,6,1,7,1
23_LK,22,1,23,30/08/2013,09:22:51 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,3,1,5,1
23_LK,22,1,24,30/08/2013,09:23:15 am,horizontal,weak,1,4,0.8,0,1,1,1,2,1,4,1,5,0
23_LK,22,1,25,30/08/2013,09:23:38 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,4,1,5,1
23_LK,22,1,26,30/08/2013,09:24:02 am,horizontal,weak,0,5,1.0,0,1,2,1,3,1,5,1,9,1
23_LK,22,1,27,30/08/2013,09:24:27 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,4,1
23_LK,22,1,28,30/08/2013,09:24:53 am,vertical,strong,1,4,0.8,0,1,1,1,3,1,6,1,8,0
23_LK,22,1,29,30/08/2013,09:25:16 am,horizontal,weak,1,4,0.8,0,1,1,1,3,1,4,0,9,1
23_LK,22,1,30,30/08/2013,09:25:40 am,vertical,strong,1,4,0.8,0,1,1,1,2,1,3,1,5,0
23_LK,22,1,31,30/08/2013,09:26:05 am,vertical,strong,1,4,0.8,0,1,1,1,2,1,3,1,7,0
23_LK,22,1,32,30/08/2013,09:26:28 am,vertical,strong,0,5,1.0,0,1,1,1,3,1,4,1,7,1
23_LK,22,1,33,30/08/2013,09:27:02 am,vertical,strong,1,4,0.8,0,1,1,1,2,1,4,1,5,0
23_LK,22,1,34,30/08/2013,09:27:27 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,5,1,6,1
23_LK,22,1,35,30/08/2013,09:27:55 am,vertical,strong,2,3,0.6,0,1,1,0,2,1,6,0,7,1
23_LK,22,1,36,30/08/2013,09:28:21 am,vertical,strong,1,4,0.8,0,1,1,1,4,0,5,1,6,1
23_LK,22,1,37,30/08/2013,09:28:45 am,horizontal,weak,0,5,1.0,0,1,1,1,3,1,6,1,8,1
23_LK,22,1,38,30/08/2013,09:29:09 am,vertical,strong,0,5,1.0,0,1,2,1,3,1,4,1,6,1
23_LK,22,1,39,30/08/2013,09:30:09 am,horizontal,weak,2,3,0.6,0,1,1,1,3,0,5,1,9,0
23_LK,22,1,40,30/08/2013,09:30:34 am,horizontal,weak,1,4,0.8,1,1,3,1,4,1,6,0,9,1
23_LK,22,1,41,30/08/2013,09:31:06 am,horizontal,weak,2,3,0.6,1,1,3,0,6,1,8,0,9,1
23_LK,22,1,42,30/08/2013,09:31:29 am,horizontal,weak,1,4,0.8,0,1,1,1,5,0,7,1,8,1
23_LK,22,1,43,30/08/2013,09:31:54 am,vertical,strong,1,4,0.8,1,1,2,1,3,1,5,1,9,0
23_LK,22,1,44,30/08/2013,09:32:18 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,4,1,9,1
23_LK,22,1,45,30/08/2013,09:32:46 am,horizontal,weak,1,4,0.8,0,1,1,1,3,1,4,1,5,0
23_LK,22,1,46,30/08/2013,09:33:11 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,5,1,9,1
23_LK,22,1,47,30/08/2013,09:33:35 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,3,1,9,1
23_LK,22,1,48,30/08/2013,09:33:58 am,vertical,strong,1,4,0.8,0,1,2,1,4,1,7,1,9,0
23_LK,22,1,49,30/08/2013,09:34:23 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,3,1,8,1
23_LK,22,1,50,30/08/2013,09:34:47 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,4,1,6,1
23_LK,22,1,51,30/08/2013,09:35:11 am,vertical,strong,1,4,0.8,0,1,1,0,3,1,7,1,9,1
23_LK,22,1,52,30/08/2013,09:35:34 am,horizontal,weak,0,5,1.0,0,1,3,1,4,1,5,1,8,1
23_LK,22,1,53,30/08/2013,09:35:59 am,vertical,strong,1,4,0.8,0,1,2,1,3,1,5,1,9,0
23_LK,22,1,54,30/08/2013,09:36:22 am,vertical,strong,1,4,0.8,0,1,1,1,2,1,3,1,5,0
23_LK,22,1,55,30/08/2013,09:36:46 am,vertical,strong,1,4,0.8,0,1,1,1,2,1,3,1,6,0
23_LK,22,1,56,30/08/2013,09:37:08 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,6,1
23_LK,22,1,57,30/08/2013,09:37:29 am,horizontal,weak,1,4,0.8,0,1,1,1,3,1,4,0,6,1
23_LK,22,1,58,30/08/2013,09:37:52 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,5,1,9,1
23_LK,22,1,59,30/08/2013,09:38:14 am,vertical,strong,0,5,1.0,0,1,1,1,3,1,5,1,9,1
24_DT,23,1,0,30/08/2013,10:11:51 am,vertical,strong,1,4,0.8,0,1,1,1,4,0,6,1,9,1
24_DT,23,1,1,30/08/2013,10:12:14 am,vertical,strong,3,2,0.4,3,0,5,0,6,1,8,1,9,0
24_DT,23,1,2,30/08/2013,10:12:37 am,horizontal,weak,1,4,0.8,1,1,3,1,4,1,5,0,9,1
24_DT,23,1,3,30/08/2013,10:12:59 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,5,1
24_DT,23,1,4,30/08/2013,10:13:22 am,horizontal,weak,1,4,0.8,1,1,3,1,4,1,6,0,8,1
24_DT,23,1,5,30/08/2013,10:13:44 am,vertical,strong,1,4,0.8,0,1,1,1,4,1,7,1,8,0
24_DT,23,1,6,30/08/2013,10:14:07 am,vertical,strong,1,4,0.8,0,1,2,1,3,1,5,1,9,0
24_DT,23,1,7,30/08/2013,10:14:29 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,3,1,8,1
24_DT,23,1,8,30/08/2013,10:14:52 am,horizontal,weak,1,4,0.8,0,1,1,1,2,1,5,1,7,0
24_DT,23,1,9,30/08/2013,10:15:16 am,horizontal,weak,0,5,1.0,0,1,1,1,3,1,4,1,5,1
24_DT,23,1,10,30/08/2013,10:15:40 am,horizontal,weak,0,5,1.0,0,1,2,1,3,1,6,1,9,1
24_DT,23,1,11,30/08/2013,10:16:02 am,vertical,strong,2,3,0.6,0,1,3,1,4,1,6,0,9,0
24_DT,23,1,12,30/08/2013,10:16:26 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,3,1,8,1
24_DT,23,1,13,30/08/2013,10:16:49 am,vertical,strong,1,4,0.8,0,1,5,1,6,1,8,0,9,1
24_DT,23,1,14,30/08/2013,10:17:11 am,horizontal,weak,2,3,0.6,1,1,2,1,4,0,8,1,9,0
24_DT,23,1,15,30/08/2013,10:17:33 am,vertical,strong,2,3,0.6,1,1,2,1,5,1,6,0,8,0
24_DT,23,1,16,30/08/2013,10:17:57 am,vertical,strong,0,5,1.0,0,1,1,1,4,1,6,1,7,1
24_DT,23,1,17,30/08/2013,10:18:20 am,horizontal,weak,2,3,0.6,0,1,1,1,5,0,6,0,7,1
24_DT,23,1,18,30/08/2013,10:18:42 am,vertical,strong,2,3,0.6,1,1,5,0,7,1,8,1,9,0
24_DT,23,1,19,30/08/2013,10:19:33 am,vertical,strong,2,3,0.6,0,1,1,1,2,1,5,0,6,0
24_DT,23,1,20,30/08/2013,10:19:56 am,horizontal,weak,2,3,0.6,0,1,3,1,4,1,6,0,9,0
24_DT,23,1,21,30/08/2013,10:20:19 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,3,1,4,1
24_DT,23,1,22,30/08/2013,10:20:42 am,horizontal,weak,1,4,0.8,0,1,1,0,2,1,3,1,4,1
24_DT,23,1,23,30/08/2013,10:21:05 am,vertical,strong,1,4,0.8,0,1,1,0,3,1,4,1,7,1
24_DT,23,1,24,30/08/2013,10:21:27 am,vertical,strong,1,4,0.8,2,1,3,1,4,1,5,1,7,0
24_DT,23,1,25,30/08/2013,10:21:50 am,horizontal,weak,1,4,0.8,0,1,1,1,2,0,5,1,7,1
24_DT,23,1,26,30/08/2013,10:22:13 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,9,1
24_DT,23,1,27,30/08/2013,10:22:35 am,vertical,strong,2,3,0.6,0,1,1,1,6,0,8,1,9,0
24_DT,23,1,28,30/08/2013,10:23:00 am,vertical,strong,3,2,0.4,0,1,2,1,4,0,6,0,8,0
24_DT,23,1,29,30/08/2013,10:23:22 am,vertical,strong,1,4,0.8,1,1,3,1,5,1,6,0,7,1
24_DT,23,1,30,30/08/2013,10:23:45 am,vertical,strong,1,4,0.8,0,1,2,1,3,1,5,1,8,0
24_DT,23,1,31,30/08/2013,10:24:08 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,5,1,8,1
24_DT,23,1,32,30/08/2013,10:24:30 am,vertical,strong,0,5,1.0,0,1,1,1,3,1,4,1,6,1
24_DT,23,1,33,30/08/2013,10:24:53 am,vertical,strong,0,5,1.0,0,1,1,1,4,1,6,1,9,1
24_DT,23,1,34,30/08/2013,10:25:16 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,5,1,7,1
24_DT,23,1,35,30/08/2013,10:25:38 am,horizontal,weak,1,4,0.8,1,1,2,1,5,0,6,1,9,1
24_DT,23,1,36,30/08/2013,10:26:01 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,5,1
24_DT,23,1,37,30/08/2013,10:26:23 am,horizontal,weak,1,4,0.8,0,1,1,1,3,1,6,0,7,1
24_DT,23,1,38,30/08/2013,10:26:45 am,horizontal,weak,1,4,0.8,0,1,1,1,4,1,5,0,6,1
24_DT,23,1,39,30/08/2013,10:27:41 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,4,1,7,1
24_DT,23,1,40,30/08/2013,10:28:04 am,vertical,strong,1,4,0.8,0,1,1,1,2,1,4,1,6,0
24_DT,23,1,41,30/08/2013,10:28:27 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,5,1,7,1
24_DT,23,1,42,30/08/2013,10:28:50 am,horizontal,weak,1,4,0.8,0,1,1,1,2,1,3,1,5,0
24_DT,23,1,43,30/08/2013,10:29:13 am,horizontal,weak,0,5,1.0,0,1,1,1,3,1,4,1,8,1
24_DT,23,1,44,30/08/2013,10:29:35 am,horizontal,weak,0,5,1.0,0,1,1,1,4,1,5,1,8,1
24_DT,23,1,45,30/08/2013,10:30:00 am,vertical,strong,2,3,0.6,1,1,2,0,3,1,7,1,8,0
24_DT,23,1,46,30/08/2013,10:30:23 am,horizontal,weak,0,5,1.0,0,1,1,1,3,1,5,1,6,1
24_DT,23,1,47,30/08/2013,10:30:45 am,horizontal,weak,0,5,1.0,0,1,1,1,3,1,4,1,9,1
24_DT,23,1,48,30/08/2013,10:31:08 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,7,1
24_DT,23,1,49,30/08/2013,10:31:31 am,vertical,strong,2,3,0.6,3,1,4,0,5,0,7,1,8,1
24_DT,23,1,50,30/08/2013,10:31:53 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,3,1,4,1
24_DT,23,1,51,30/08/2013,10:32:14 am,horizontal,weak,0,5,1.0,0,1,1,1,3,1,4,1,7,1
24_DT,23,1,52,30/08/2013,10:32:37 am,vertical,strong,2,3,0.6,1,1,3,1,7,0,8,0,9,1
24_DT,23,1,53,30/08/2013,10:32:59 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,4,1,5,1
24_DT,23,1,54,30/08/2013,10:33:22 am,vertical,strong,0,5,1.0,0,1,1,1,4,1,5,1,6,1
24_DT,23,1,55,30/08/2013,10:33:44 am,horizontal,weak,1,4,0.8,0,1,1,1,2,1,4,1,8,0
24_DT,23,1,56,30/08/2013,10:34:07 am,vertical,strong,0,5,1.0,0,1,1,1,3,1,4,1,9,1
24_DT,23,1,57,30/08/2013,10:34:29 am,vertical,strong,0,5,1.0,0,1,4,1,6,1,7,1,9,1
24_DT,23,1,58,30/08/2013,10:34:52 am,horizontal,weak,1,4,0.8,1,1,2,1,4,0,5,1,6,1
24_DT,23,1,59,30/08/2013,10:35:13 am,horizontal,weak,1,4,0.8,0,1,1,1,3,1,5,1,6,0
25_NJ,24,0,0,30/08/2013,02:24:34 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,6,1,9,1
25_NJ,24,0,1,30/08/2013,02:24:57 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,5,1,6,1
25_NJ,24,0,2,30/08/2013,02:25:20 pm,horizontal,weak,0,5,1.0,0,1,1,1,3,1,4,1,6,1
25_NJ,24,0,3,30/08/2013,02:25:42 pm,horizontal,weak,0,5,1.0,0,1,1,1,3,1,4,1,5,1
25_NJ,24,0,4,30/08/2013,02:26:05 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,4,1,7,1
25_NJ,24,0,5,30/08/2013,02:26:27 pm,horizontal,weak,0,5,1.0,0,1,1,1,4,1,6,1,9,1
25_NJ,24,0,6,30/08/2013,02:26:50 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,7,1
25_NJ,24,0,7,30/08/2013,02:27:12 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,6,1,9,1
25_NJ,24,0,8,30/08/2013,02:27:37 pm,vertical,strong,0,5,1.0,0,1,1,1,2,1,3,1,5,1
25_NJ,24,0,9,30/08/2013,02:27:59 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,4,1
25_NJ,24,0,10,30/08/2013,02:28:21 pm,vertical,strong,0,5,1.0,0,1,2,1,4,1,6,1,8,1
25_NJ,24,0,11,30/08/2013,02:28:44 pm,vertical,strong,0,5,1.0,0,1,1,1,2,1,4,1,5,1
25_NJ,24,0,12,30/08/2013,02:29:07 pm,vertical,strong,0,5,1.0,0,1,2,1,3,1,4,1,8,1
25_NJ,24,0,13,30/08/2013,02:29:29 pm,vertical,strong,0,5,1.0,0,1,2,1,3,1,5,1,7,1
25_NJ,24,0,14,30/08/2013,02:29:51 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,4,1
25_NJ,24,0,15,30/08/2013,02:30:16 pm,vertical,strong,0,5,1.0,0,1,1,1,4,1,5,1,7,1
25_NJ,24,0,16,30/08/2013,02:30:39 pm,vertical,strong,0,5,1.0,0,1,2,1,4,1,5,1,7,1
25_NJ,24,0,17,30/08/2013,02:31:03 pm,vertical,strong,0,5,1.0,0,1,1,1,2,1,4,1,6,1
25_NJ,24,0,18,30/08/2013,02:31:29 pm,vertical,strong,0,5,1.0,0,1,1,1,2,1,5,1,8,1
