participant,trial,frame,t_ms,dot,x,y
01_SV,37,133,6700,7,647.0,1346.0
01_SV,37,133,6700,8,198.0,436.0
01_SV,37,133,6700,9,873.0,181.0
01_SV,37,134,6750,0,989.0,897.0
01_SV,37,134,6750,1,847.0,918.0
01_SV,37,134,6750,2,971.0,469.0
01_SV,37,134,6750,3,544.0,671.0
01_SV,37,134,6750,4,1111.0,940.0
01_SV,37,134,6750,5,569.0,482.0
01_SV,37,134,6750,6,1210.0,1054.0
01_SV,37,134,6750,7,647.0,1346.0
01_SV,37,134,6750,8,209.0,434.0
01_SV,37,134,6750,9,882.0,188.0
01_SV,37,135,6800,0,995.0,888.0
01_SV,37,135,6800,1,836.0,920.0
01_SV,37,135,6800,2,963.0,461.0
01_SV,37,135,6800,3,544.0,671.0
01_SV,37,135,6800,4,1100.0,941.0
01_SV,37,135,6800,5,572.0,471.0
01_SV,37,135,6800,6,1220.0,1058.0
01_SV,37,135,6800,7,654.0,1337.0
01_SV,37,135,6800,8,220.0,432.0
01_SV,37,135,6800,9,890.0,195.0
01_SV,37,136,6850,0,1001.0,879.0
01_SV,37,136,6850,1,825.0,922.0
01_SV,37,136,6850,2,955.0,453.0
01_SV,37,136,6850,3,534.0,675.0
01_SV,37,136,6850,4,1089.0,942.0
01_SV,37,136,6850,5,575.0,460.0
01_SV,37,136,6850,6,1230.0,1062.0
01_SV,37,136,6850,7,661.0,1328.0
01_SV,37,136,6850,8,231.0,430.0
01_SV,37,136,6850,9,898.0,202.0
01_SV,37,137,6900,0,1007.0,870.0
01_SV,37,137,6900,1,814.0,923.0
01_SV,37,137,6900,2,948.0,445.0
01_SV,37,137,6900,3,524.0,678.0
01_SV,37,137,6900,4,1078.0,943.0
01_SV,37,137,6900,5,577.0,449.0
01_SV,37,137,6900,6,1240.0,1066.0
01_SV,37,137,6900,7,668.0,1319.0
01_SV,37,137,6900,8,242.0,428.0
01_SV,37,137,6900,9,906.0,209.0
01_SV,37,138,6950,0,1013.0,861.0
01_SV,37,138,6950,1,803.0,925.0
01_SV,37,138,6950,2,940.0,437.0
01_SV,37,138,6950,3,514.0,682.0
01_SV,37,138,6950,4,1067.0,944.0
01_SV,37,138,6950,5,579.0,438.0
01_SV,37,138,6950,6,1250.0,1070.0
01_SV,37,138,6950,7,675.0,1311.0
01_SV,37,138,6950,8,253.0,426.0
01_SV,37,138,6950,9,914.0,216.0
01_SV,37,139,7000,0,1019.0,852.0
01_SV,37,139,7000,1,792.0,927.0
01_SV,37,139,7000,2,933.0,429.0
01_SV,37,139,7000,3,504.0,686.0
01_SV,37,139,7000,4,1067.0,944.0
01_SV,37,139,7000,5,581.0,427.0
01_SV,37,139,7000,6,1260.0,1074.0
01_SV,37,139,7000,7,682.0,1303.0
01_SV,37,139,7000,8,264.0,425.0
01_SV,37,139,7000,9,922.0,224.0
01_SV,37,140,7050,0,1025.0,843.0
01_SV,37,140,7050,1,781.0,929.0
01_SV,37,140,7050,2,926.0,421.0
01_SV,37,140,7050,3,494.0,690.0
01_SV,37,140,7050,4,1078.0,943.0
01_SV,37,140,7050,5,583.0,416.0
01_SV,37,140,7050,6,1270.0,1078.0
01_SV,37,140,7050,7,689.0,1295.0
01_SV,37,140,7050,8,275.0,423.0
01_SV,37,140,7050,9,930.0,232.0
01_SV,37,141,7100,0,1031.0,834.0
01_SV,37,141,7100,1,770.0,930.0
01_SV,37,141,7100,2,919.0,413.0
01_SV,37,141,7100,3,483.0,693.0
01_SV,37,141,7100,4,1089.0,942.0
01_SV,37,141,7100,5,585.0,405.0
01_SV,37,141,7100,6,1280.0,1082.0
01_SV,37,141,7100,7,696.0,1286.0
01_SV,37,141,7100,8,286.0,421.0
01_SV,37,141,7100,9,938.0,240.0
01_SV,37,142,7150,0,1037.0,825.0
01_SV,37,142,7150,1,759.0,931.0
01_SV,37,142,7150,2,912.0,405.0
01_SV,37,142,7150,3,473.0,697.0
01_SV,37,142,7150,4,1100.0,941.0
01_SV,37,142,7150,5,586.0,394.0
01_SV,37,142,7150,6,1290.0,1086.0
01_SV,37,142,7150,7,703.0,1277.0
01_SV,37,142,7150,8,297.0,419.0
01_SV,37,142,7150,9,946.0,248.0
01_SV,37,143,7200,0,1043.0,816.0
01_SV,37,143,7200,1,748.0,932.0
01_SV,37,143,7200,2,904.0,397.0
01_SV,37,143,7200,3,463.0,701.0
01_SV,37,143,7200,4,1111.0,939.0
01_SV,37,143,7200,5,587.0,383.0
01_SV,37,143,7200,6,1300.0,1090.0
01_SV,37,143,7200,7,710.0,1268.0
01_SV,37,143,7200,8,308.0,417.0
01_SV,37,143,7200,9,954.0,256.0
01_SV,37,144,7250,0,1050.0,807.0
01_SV,37,144,7250,1,737.0,933.0
01_SV,37,144,7250,2,896.0,389.0
01_SV,37,144,7250,3,453.0,705.0
01_SV,37,144,7250,4,1122.0,938.0
01_SV,37,144,7250,5,588.0,372.0
01_SV,37,144,7250,6,1310.0,1095.0
01_SV,37,144,7250,7,717.0,1259.0
01_SV,37,144,7250,8,319.0,415.0
01_SV,37,144,7250,9,962.0,264.0
01_SV,37,145,7300,0,1057.0,798.0
01_SV,37,145,7300,1,726.0,934.0
01_SV,37,145,7300,2,888.0,381.0
01_SV,37,145,7300,3,443.0,709.0
01_SV,37,145,7300,4,1133.0,937.0
01_SV,37,145,7300,5,589.0,361.0
01_SV,37,145,7300,6,1320.0,1100.0
01_SV,37,145,7300,7,724.0,1250.0
01_SV,37,145,7300,8,330.0,413.0
01_SV,37,145,7300,9,969.0,272.0
01_SV,37,146,7350,0,1063.0,789.0
01_SV,37,146,7350,1,715.0,935.0
01_SV,37,146,7350,2,881.0,373.0
01_SV,37,146,7350,3,433.0,713.0
01_SV,37,146,7350,4,1144.0,936.0
01_SV,37,146,7350,5,590.0,350.0
01_SV,37,146,7350,6,1330.0,1104.0
01_SV,37,146,7350,7,731.0,1242.0
01_SV,37,146,7350,8,341.0,411.0
01_SV,37,146,7350,9,977.0,280.0
01_SV,37,147,7400,0,1070.0,780.0
01_SV,37,147,7400,1,704.0,936.0
01_SV,37,147,7400,2,874.0,365.0
01_SV,37,147,7400,3,423.0,717.0
01_SV,37,147,7400,4,1155.0,934.0
01_SV,37,147,7400,5,591.0,339.0
01_SV,37,147,7400,6,1340.0,1108.0
01_SV,37,147,7400,7,738.0,1233.0
01_SV,37,147,7400,8,352.0,408.0
01_SV,37,147,7400,9,985.0,288.0
01_SV,37,148,7450,0,1076.0,771.0
01_SV,37,148,7450,1,693.0,937.0
01_SV,37,148,7450,2,866.0,357.0
01_SV,37,148,7450,3,413.0,721.0
01_SV,37,148,7450,4,1166.0,932.0
01_SV,37,148,7450,5,591.0,339.0
01_SV,37,148,7450,6,1340.0,1108.0
01_SV,37,148,7450,7,745.0,1224.0
01_SV,37,148,7450,8,363.0,405.0
01_SV,37,148,7450,9,992.0,296.0
01_SV,37,149,7500,0,1083.0,762.0
01_SV,37,149,7500,1,682.0,938.0
01_SV,37,149,7500,2,858.0,349.0
01_SV,37,149,7500,3,403.0,724.0
01_SV,37,149,7500,4,1177.0,930.0
01_SV,37,149,7500,5,589.0,350.0
01_SV,37,149,7500,6,1330.0,1112.0
01_SV,37,149,7500,7,752.0,1216.0
01_SV,37,149,7500,8,374.0,402.0
01_SV,37,149,7500,9,999.0,304.0
01_SV,37,150,7550,0,1090.0,753.0
01_SV,37,150,7550,1,671.0,939.0
01_SV,37,150,7550,2,850.0,341.0
01_SV,37,150,7550,3,392.0,727.0
01_SV,37,150,7550,4,1188.0,928.0
01_SV,37,150,7550,5,587.0,361.0
01_SV,37,150,7550,6,1320.0,1116.0
01_SV,37,150,7550,7,759.0,1207.0
01_SV,37,150,7550,8,385.0,399.0
01_SV,37,150,7550,9,1007.0,312.0
01_SV,37,151,7600,0,1096.0,744.0
01_SV,37,151,7600,1,660.0,940.0
01_SV,37,151,7600,2,842.0,333.0
01_SV,37,151,7600,3,381.0,730.0
01_SV,37,151,7600,4,1199.0,926.0
01_SV,37,151,7600,5,585.0,372.0
01_SV,37,151,7600,6,1310.0,1120.0
01_SV,37,151,7600,7,766.0,1199.0
01_SV,37,151,7600,8,396.0,396.0
01_SV,37,151,7600,9,1015.0,320.0
01_SV,37,152,7650,0,1103.0,735.0
01_SV,37,152,7650,1,649.0,942.0
01_SV,37,152,7650,2,834.0,325.0
01_SV,37,152,7650,3,371.0,733.0
01_SV,37,152,7650,4,1210.0,924.0
01_SV,37,152,7650,5,582.0,383.0
01_SV,37,152,7650,6,1300.0,1124.0
01_SV,37,152,7650,7,773.0,1191.0
01_SV,37,152,7650,8,407.0,393.0
01_SV,37,152,7650,9,1023.0,328.0
01_SV,37,153,7700,0,1110.0,726.0
01_SV,37,153,7700,1,638.0,944.0
01_SV,37,153,7700,2,826.0,317.0
01_SV,37,153,7700,3,361.0,736.0
01_SV,37,153,7700,4,1221.0,922.0
01_SV,37,153,7700,5,579.0,394.0
01_SV,37,153,7700,6,1290.0,1128.0
01_SV,37,153,7700,7,780.0,1183.0
01_SV,37,153,7700,8,418.0,391.0
01_SV,37,153,7700,9,1031.0,336.0
01_SV,37,154,7750,0,1117.0,717.0
01_SV,37,154,7750,1,627.0,946.0
01_SV,37,154,7750,2,818.0,309.0
01_SV,37,154,7750,3,351.0,740.0
01_SV,37,154,7750,4,1232.0,920.0
01_SV,37,154,7750,5,576.0,405.0
01_SV,37,154,7750,6,1280.0,1132.0
01_SV,37,154,7750,7,787.0,1175.0
01_SV,37,154,7750,8,429.0,389.0
01_SV,37,154,7750,9,1039.0,344.0
01_SV,37,155,7800,0,1124.0,709.0
01_SV,37,155,7800,1,616.0,948.0
01_SV,37,155,7800,2,810.0,301.0
01_SV,37,155,7800,3,341.0,744.0
01_SV,37,155,7800,4,1243.0,918.0
01_SV,37,155,7800,5,573.0,416.0
01_SV,37,155,7800,6,1270.0,1136.0
01_SV,37,155,7800,7,794.0,1167.0
01_SV,37,155,7800,8,440.0,387.0
01_SV,37,155,7800,9,1047.0,352.0
01_SV,37,156,7850,0,1131.0,700.0
01_SV,37,156,7850,1,605.0,950.0
01_SV,37,156,7850,2,802.0,293.0
01_SV,37,156,7850,3,331.0,748.0
01_SV,37,156,7850,4,1243.0,918.0
01_SV,37,156,7850,5,570.0,427.0
01_SV,37,156,7850,6,1270.0,1136.0
01_SV,37,156,7850,7,801.0,1159.0
01_SV,37,156,7850,8,451.0,385.0
01_SV,37,156,7850,9,1055.0,360.0
01_SV,37,157,7900,0,1138.0,692.0
01_SV,37,157,7900,1,594.0,952.0
01_SV,37,157,7900,2,794.0,285.0
01_SV,37,157,7900,3,321.0,752.0
01_SV,37,157,7900,4,1232.0,921.0
01_SV,37,157,7900,5,567.0,437.0
01_SV,37,157,7900,6,1280.0,1133.0
01_SV,37,157,7900,7,808.0,1150.0
01_SV,37,157,7900,8,462.0,382.0
01_SV,37,157,7900,9,1063.0,368.0
01_SV,37,158,7950,0,1138.0,692.0
01_SV,37,158,7950,1,583.0,955.0
01_SV,37,158,7950,2,786.0,277.0
01_SV,37,158,7950,3,311.0,756.0
01_SV,37,158,7950,4,1221.0,924.0
01_SV,37,158,7950,5,564.0,448.0
01_SV,37,158,7950,6,1290.0,1129.0
01_SV,37,158,7950,7,815.0,1141.0
01_SV,37,158,7950,8,473.0,379.0
01_SV,37,158,7950,9,1063.0,368.0
01_SV,37,159,8000,0,1131.0,700.0
01_SV,37,159,8000,1,572.0,958.0
01_SV,37,159,8000,2,778.0,269.0
01_SV,37,159,8000,3,301.0,759.0
01_SV,37,159,8000,4,1210.0,927.0
01_SV,37,159,8000,5,560.0,458.0
01_SV,37,159,8000,6,1301.0,1126.0
01_SV,37,159,8000,7,822.0,1133.0
01_SV,37,159,8000,8,484.0,376.0
01_SV,37,159,8000,9,1055.0,360.0
01_SV,37,160,8050,0,1124.0,708.0
01_SV,37,160,8050,1,561.0,960.0
01_SV,37,160,8050,2,770.0,261.0
01_SV,37,160,8050,3,291.0,762.0
01_SV,37,160,8050,4,1199.0,930.0
01_SV,37,160,8050,5,556.0,468.0
01_SV,37,160,8050,6,1312.0,1123.0
01_SV,37,160,8050,7,829.0,1124.0
01_SV,37,160,8050,8,495.0,373.0
01_SV,37,160,8050,9,1047.0,352.0
01_SV,37,161,8100,0,1117.0,717.0
01_SV,37,161,8100,1,550.0,963.0
01_SV,37,161,8100,2,770.0,261.0
01_SV,37,161,8100,3,280.0,765.0
01_SV,37,161,8100,4,1188.0,933.0
01_SV,37,161,8100,5,552.0,478.0
01_SV,37,161,8100,6,1323.0,1120.0
01_SV,37,161,8100,7,836.0,1115.0
01_SV,37,161,8100,8,506.0,370.0
01_SV,37,161,8100,9,1047.0,352.0
01_SV,37,162,8150,0,1110.0,726.0
01_SV,37,162,8150,1,539.0,966.0
01_SV,37,162,8150,2,778.0,269.0
01_SV,37,162,8150,3,270.0,768.0
01_SV,37,162,8150,4,1178.0,936.0
01_SV,37,162,8150,5,547.0,488.0
01_SV,37,162,8150,6,1334.0,1118.0
01_SV,37,162,8150,7,843.0,1106.0
01_SV,37,162,8150,8,517.0,367.0
01_SV,37,162,8150,9,1055.0,360.0
01_SV,37,163,8200,0,1103.0,735.0
01_SV,37,163,8200,1,528.0,969.0
01_SV,37,163,8200,2,786.0,277.0
01_SV,37,163,8200,3,260.0,772.0
01_SV,37,163,8200,4,1167.0,939.0
01_SV,37,163,8200,5,542.0,498.0
01_SV,37,163,8200,6,1345.0,1115.0
01_SV,37,163,8200,7,850.0,1097.0
01_SV,37,163,8200,8,528.0,364.0
01_SV,37,163,8200,9,1063.0,368.0
01_SV,37,164,8250,0,1096.0,744.0
01_SV,37,164,8250,1,517.0,972.0
01_SV,37,164,8250,2,794.0,284.0
01_SV,37,164,8250,3,250.0,775.0
01_SV,37,164,8250,4,1156.0,942.0
01_SV,37,164,8250,5,537.0,508.0
01_SV,37,164,8250,6,1345.0,1115.0
01_SV,37,164,8250,7,857.0,1088.0
01_SV,37,164,8250,8,539.0,361.0
01_SV,37,164,8250,9,1071.0,376.0
01_SV,37,165,8300,0,1089.0,753.0
01_SV,37,165,8300,1,506.0,975.0
01_SV,37,165,8300,2,802.0,291.0
01_SV,37,165,8300,3,239.0,778.0
01_SV,37,165,8300,4,1145.0,945.0
01_SV,37,165,8300,5,532.0,518.0
01_SV,37,165,8300,6,1334.0,1113.0
01_SV,37,165,8300,7,864.0,1080.0
01_SV,37,165,8300,8,550.0,358.0
01_SV,37,165,8300,9,1079.0,383.0
01_SV,37,166,8350,0,1082.0,762.0
01_SV,37,166,8350,1,495.0,978.0
01_SV,37,166,8350,2,810.0,298.0
01_SV,37,166,8350,3,229.0,781.0
01_SV,37,166,8350,4,1134.0,948.0
01_SV,37,166,8350,5,527.0,528.0
01_SV,37,166,8350,6,1323.0,1111.0
01_SV,37,166,8350,7,871.0,1071.0
01_SV,37,166,8350,8,561.0,355.0
01_SV,37,166,8350,9,1087.0,390.0
01_SV,37,167,8400,0,1075.0,771.0
01_SV,37,167,8400,1,484.0,981.0
01_SV,37,167,8400,2,819.0,305.0
01_SV,37,167,8400,3,218.0,784.0
01_SV,37,167,8400,4,1123.0,951.0
01_SV,37,167,8400,5,522.0,538.0
01_SV,37,167,8400,6,1312.0,1109.0
01_SV,37,167,8400,7,878.0,1062.0
01_SV,37,167,8400,8,572.0,353.0
01_SV,37,167,8400,9,1095.0,397.0
01_SV,37,168,8450,0,1068.0,780.0
01_SV,37,168,8450,1,473.0,984.0
01_SV,37,168,8450,2,827.0,312.0
01_SV,37,168,8450,3,207.0,787.0
01_SV,37,168,8450,4,1113.0,954.0
01_SV,37,168,8450,5,517.0,548.0
01_SV,37,168,8450,6,1301.0,1107.0
01_SV,37,168,8450,7,885.0,1054.0
01_SV,37,168,8450,8,583.0,351.0
01_SV,37,168,8450,9,1103.0,404.0
01_SV,37,169,8500,0,1062.0,789.0
01_SV,37,169,8500,1,462.0,987.0
01_SV,37,169,8500,2,836.0,319.0
01_SV,37,169,8500,3,196.0,790.0
01_SV,37,169,8500,4,1113.0,954.0
01_SV,37,169,8500,5,512.0,558.0
01_SV,37,169,8500,6,1290.0,1104.0
01_SV,37,169,8500,7,892.0,1046.0
01_SV,37,169,8500,8,594.0,348.0
01_SV,37,169,8500,9,1111.0,411.0
01_SV,37,170,8550,0,1055.0,798.0
01_SV,37,170,8550,1,452.0,990.0
01_SV,37,170,8550,2,844.0,326.0
01_SV,37,170,8550,3,185.0,793.0
01_SV,37,170,8550,4,1124.0,951.0
01_SV,37,170,8550,5,507.0,568.0
01_SV,37,170,8550,6,1279.0,1102.0
01_SV,37,170,8550,7,892.0,1046.0
01_SV,37,170,8550,8,594.0,348.0
01_SV,37,170,8550,9,1120.0,418.0
01_SV,37,171,8600,0,1048.0,807.0
01_SV,37,171,8600,1,441.0,993.0
01_SV,37,171,8600,2,853.0,333.0
01_SV,37,171,8600,3,174.0,796.0
01_SV,37,171,8600,4,1134.0,947.0
01_SV,37,171,8600,5,502.0,578.0
01_SV,37,171,8600,6,1268.0,1100.0
01_SV,37,171,8600,7,885.0,1054.0
01_SV,37,171,8600,8,583.0,351.0
01_SV,37,171,8600,9,1128.0,425.0
01_SV,37,172,8650,0,1041.0,815.0
01_SV,37,172,8650,1,431.0,996.0
01_SV,37,172,8650,2,862.0,340.0
01_SV,37,172,8650,3,163.0,799.0
01_SV,37,172,8650,4,1144.0,943.0
01_SV,37,172,8650,5,497.0,588.0
01_SV,37,172,8650,6,1257.0,1098.0
01_SV,37,172,8650,7,878.0,1062.0
01_SV,37,172,8650,8,572.0,354.0
01_SV,37,172,8650,9,1136.0,432.0
01_SV,37,173,8700,0,1034.0,823.0
01_SV,37,173,8700,1,421.0,1000.0
01_SV,37,173,8700,2,871.0,347.0
01_SV,37,173,8700,3,153.0,802.0
01_SV,37,173,8700,4,1154.0,939.0
01_SV,37,173,8700,5,492.0,598.0
01_SV,37,173,8700,6,1246.0,1096.0
01_SV,37,173,8700,7,871.0,1070.0
01_SV,37,173,8700,8,561.0,357.0
01_SV,37,173,8700,9,1145.0,439.0
01_SV,37,174,8750,0,1027.0,831.0
01_SV,37,174,8750,1,411.0,1004.0
01_SV,37,174,8750,2,880.0,353.0
01_SV,37,174,8750,3,143.0,805.0
01_SV,37,174,8750,4,1164.0,935.0
01_SV,37,174,8750,5,487.0,608.0
01_SV,37,174,8750,6,1235.0,1094.0
01_SV,37,174,8750,7,864.0,1078.0
01_SV,37,174,8750,8,550.0,360.0
01_SV,37,174,8750,9,1153.0,446.0
01_SV,37,175,8800,0,1020.0,839.0
01_SV,37,175,8800,1,401.0,1008.0
01_SV,37,175,8800,2,889.0,359.0
01_SV,37,175,8800,3,133.0,809.0
01_SV,37,175,8800,4,1174.0,931.0
01_SV,37,175,8800,5,482.0,618.0
01_SV,37,175,8800,6,1224.0,1092.0
01_SV,37,175,8800,7,856.0,1086.0
01_SV,37,175,8800,8,539.0,363.0
01_SV,37,175,8800,9,1161.0,453.0
01_SV,37,176,8850,0,1013.0,847.0
01_SV,37,176,8850,1,391.0,1012.0
01_SV,37,176,8850,2,898.0,365.0
01_SV,37,176,8850,3,123.0,812.0
01_SV,37,176,8850,4,1184.0,927.0
01_SV,37,176,8850,5,477.0,628.0
01_SV,37,176,8850,6,1224.0,1092.0
01_SV,37,176,8850,7,848.0,1094.0
01_SV,37,176,8850,8,528.0,366.0
01_SV,37,176,8850,9,1169.0,460.0
01_SV,37,177,8900,0,1006.0,855.0
01_SV,37,177,8900,1,381.0,1016.0
01_SV,37,177,8900,2,907.0,371.0
01_SV,37,177,8900,3,113.0,815.0
01_SV,37,177,8900,4,1184.0,927.0
01_SV,37,177,8900,5,472.0,638.0
01_SV,37,177,8900,6,1235.0,1094.0
01_SV,37,177,8900,7,840.0,1102.0
01_SV,37,177,8900,8,517.0,369.0
01_SV,37,177,8900,9,1177.0,467.0
01_SV,37,178,8950,0,999.0,863.0
01_SV,37,178,8950,1,371.0,1020.0
01_SV,37,178,8950,2,916.0,377.0
01_SV,37,178,8950,3,103.0,818.0
01_SV,37,178,8950,4,1174.0,931.0
01_SV,37,178,8950,5,467.0,648.0
01_SV,37,178,8950,6,1246.0,1096.0
01_SV,37,178,8950,7,833.0,1110.0
01_SV,37,178,8950,8,506.0,372.0
01_SV,37,178,8950,9,1185.0,475.0
01_SV,37,179,9000,0,992.0,871.0
01_SV,37,179,9000,1,361.0,1024.0
01_SV,37,179,9000,2,925.0,383.0
01_SV,37,179,9000,3,92.0,821.0
01_SV,37,179,9000,4,1164.0,935.0
01_SV,37,179,9000,5,462.0,658.0
01_SV,37,179,9000,6,1257.0,1098.0
01_SV,37,179,9000,7,826.0,1118.0
01_SV,37,179,9000,8,495.0,375.0
01_SV,37,179,9000,9,1193.0,483.0
01_SV,37,180,9050,0,985.0,879.0
01_SV,37,180,9050,1,351.0,1028.0
01_SV,37,180,9050,2,934.0,389.0
01_SV,37,180,9050,3,82.0,824.0
01_SV,37,180,9050,4,1154.0,938.0
01_SV,37,180,9050,5,457.0,668.0
01_SV,37,180,9050,6,1268.0,1100.0
01_SV,37,180,9050,7,819.0,1126.0
01_SV,37,180,9050,8,484.0,378.0
01_SV,37,180,9050,9,1201.0,491.0
01_SV,37,181,9100,0,978.0,887.0
01_SV,37,181,9100,1,341.0,1032.0
01_SV,37,181,9100,2,943.0,395.0
01_SV,37,181,9100,3,72.0,827.0
01_SV,37,181,9100,4,1143.0,941.0
01_SV,37,181,9100,5,452.0,678.0
01_SV,37,181,9100,6,1279.0,1102.0
01_SV,37,181,9100,7,812.0,1134.0
01_SV,37,181,9100,8,473.0,381.0
01_SV,37,181,9100,9,1208.0,499.0
01_SV,37,182,9150,0,971.0,895.0
01_SV,37,182,9150,1,331.0,1036.0
01_SV,37,182,9150,2,952.0,401.0
01_SV,37,182,9150,3,61.0,830.0
01_SV,37,182,9150,4,1132.0,944.0
01_SV,37,182,9150,5,447.0,688.0
01_SV,37,182,9150,6,1290.0,1104.0
01_SV,37,182,9150,7,805.0,1143.0
01_SV,37,182,9150,8,462.0,384.0
01_SV,37,182,9150,9,1215.0,507.0
01_SV,37,183,9200,0,964.0,903.0
01_SV,37,183,9200,1,321.0,1040.0
01_SV,37,183,9200,2,961.0,407.0
01_SV,37,183,9200,3,50.0,833.0
01_SV,37,183,9200,4,1121.0,947.0
01_SV,37,183,9200,5,441.0,697.0
01_SV,37,183,9200,6,1301.0,1106.0
01_SV,37,183,9200,7,798.0,1152.0
01_SV,37,183,9200,8,451.0,387.0
01_SV,37,183,9200,9,1222.0,515.0
01_SV,37,184,9250,0,957.0,911.0
01_SV,37,184,9250,1,311.0,1044.0
01_SV,37,184,9250,2,971.0,412.0
01_SV,37,184,9250,3,39.0,836.0
01_SV,37,184,9250,4,1110.0,950.0
01_SV,37,184,9250,5,435.0,706.0
01_SV,37,184,9250,6,1312.0,1108.0
01_SV,37,184,9250,7,792.0,1161.0
01_SV,37,184,9250,8,440.0,390.0
01_SV,37,184,9250,9,1229.0,523.0
01_SV,37,185,9300,0,950.0,919.0
01_SV,37,185,9300,1,301.0,1048.0
01_SV,37,185,9300,2,981.0,417.0
01_SV,37,185,9300,3,28.0,839.0
01_SV,37,185,9300,4,1099.0,953.0
01_SV,37,185,9300,5,429.0,715.0
01_SV,37,185,9300,6,1323.0,1110.0
01_SV,37,185,9300,7,786.0,1170.0
01_SV,37,185,9300,8,429.0,393.0
01_SV,37,185,9300,9,1236.0,531.0
01_SV,37,186,9350,0,943.0,927.0
01_SV,37,186,9350,1,291.0,1053.0
01_SV,37,186,9350,2,991.0,422.0
01_SV,37,186,9350,3,28.0,839.0
01_SV,37,186,9350,4,1088.0,956.0
01_SV,37,186,9350,5,423.0,724.0
01_SV,37,186,9350,6,1334.0,1112.0
01_SV,37,186,9350,7,780.0,1179.0
01_SV,37,186,9350,8,418.0,396.0
01_SV,37,186,9350,9,1243.0,540.0
01_SV,37,187,9400,0,936.0,935.0
01_SV,37,187,9400,1,281.0,1057.0
01_SV,37,187,9400,2,1001.0,427.0
01_SV,37,187,9400,3,39.0,842.0
01_SV,37,187,9400,4,1077.0,959.0
01_SV,37,187,9400,5,417.0,733.0
01_SV,37,187,9400,6,1345.0,1115.0
01_SV,37,187,9400,7,774.0,1188.0
01_SV,37,187,9400,8,408.0,399.0
01_SV,37,187,9400,9,1249.0,549.0
01_SV,37,188,9450,0,929.0,943.0
01_SV,37,188,9450,1,281.0,1057.0
01_SV,37,188,9450,2,1011.0,431.0
01_SV,37,188,9450,3,39.0,842.0
01_SV,37,188,9450,4,1066.0,962.0
01_SV,37,188,9450,5,411.0,742.0
01_SV,37,188,9450,6,1345.0,1115.0
01_SV,37,188,9450,7,768.0,1197.0
01_SV,37,188,9450,8,397.0,402.0
01_SV,37,188,9450,9,1256.0,558.0
01_SV,37,189,9500,0,921.0,951.0
01_SV,37,189,9500,1,291.0,1053.0
01_SV,37,189,9500,2,1021.0,435.0
01_SV,37,189,9500,3,28.0,839.0
01_SV,37,189,9500,4,1055.0,965.0
01_SV,37,189,9500,5,405.0,751.0
01_SV,37,189,9500,6,1334.0,1118.0
01_SV,37,189,9500,7,763.0,1207.0
01_SV,37,189,9500,8,386.0,405.0
01_SV,37,189,9500,9,1263.0,567.0
01_SV,37,190,9550,0,913.0,959.0
01_SV,37,190,9550,1,301.0,1049.0
01_SV,37,190,9550,2,1031.0,440.0
01_SV,37,190,9550,3,28.0,839.0
01_SV,37,190,9550,4,1044.0,967.0
01_SV,37,190,9550,5,399.0,760.0
01_SV,37,190,9550,6,1323.0,1121.0
01_SV,37,190,9550,7,757.0,1216.0
01_SV,37,190,9550,8,375.0,407.0
01_SV,37,190,9550,9,1270.0,576.0
01_SV,37,191,9600,0,905.0,967.0
01_SV,37,191,9600,1,311.0,1045.0
01_SV,37,191,9600,2,1041.0,445.0
01_SV,37,191,9600,3,39.0,837.0
01_SV,37,191,9600,4,1033.0,969.0
01_SV,37,191,9600,5,393.0,769.0
01_SV,37,191,9600,6,1312.0,1124.0
01_SV,37,191,9600,7,751.0,1225.0
01_SV,37,191,9600,8,364.0,410.0
01_SV,37,191,9600,9,1277.0,585.0
01_SV,37,192,9650,0,897.0,975.0
01_SV,37,192,9650,1,321.0,1041.0
01_SV,37,192,9650,2,1051.0,450.0
01_SV,37,192,9650,3,50.0,834.0
01_SV,37,192,9650,4,1022.0,971.0
01_SV,37,192,9650,5,387.0,778.0
01_SV,37,192,9650,6,1301.0,1127.0
01_SV,37,192,9650,7,745.0,1234.0
01_SV,37,192,9650,8,353.0,413.0
01_SV,37,192,9650,9,1284.0,594.0
01_SV,37,193,9700,0,889.0,983.0
01_SV,37,193,9700,1,331.0,1037.0
01_SV,37,193,9700,2,1061.0,455.0
01_SV,37,193,9700,3,61.0,831.0
01_SV,37,193,9700,4,1022.0,971.0
01_SV,37,193,9700,5,381.0,787.0
01_SV,37,193,9700,6,1290.0,1130.0
01_SV,37,193,9700,7,739.0,1243.0
01_SV,37,193,9700,8,343.0,416.0
01_SV,37,193,9700,9,1290.0,603.0
01_SV,37,194,9750,0,881.0,990.0
01_SV,37,194,9750,1,341.0,1033.0
01_SV,37,194,9750,2,1071.0,459.0
01_SV,37,194,9750,3,72.0,829.0
01_SV,37,194,9750,4,1033.0,969.0
01_SV,37,194,9750,5,375.0,796.0
01_SV,37,194,9750,6,1279.0,1133.0
01_SV,37,194,9750,7,733.0,1252.0
01_SV,37,194,9750,8,333.0,420.0
01_SV,37,194,9750,9,1296.0,612.0
01_SV,37,195,9800,0,873.0,998.0
01_SV,37,195,9800,1,351.0,1028.0
01_SV,37,195,9800,2,1081.0,464.0
01_SV,37,195,9800,3,83.0,826.0
01_SV,37,195,9800,4,1044.0,967.0
